job_title,industry,experience,city,state,salary
Software Engineer,Software,2 - 4 years,New York,NY,210000.0
Consultant,Consulting,5 - 7 years,Seattle,WA,127000.0
Software Engineer,Aerospace,21 - 30 years,Dallas,TX,152000.0
ERP Systems Analyst III,Manufacturing,21 - 30 years,Dallas,TX,101000.0
Nurse,Nursing,2 - 4 years,Atlanta,GA,65000.0
Associate,Consulting,8 - 10 years,Washington,DC,150000.0
Recruiter,Military,11 - 20 years,Phoenix,AZ,85397.0
Software Engineer,Software,2 - 4 years,Pittsburgh,PA,121000.0
Technical Lead,Software,11 - 20 years,Dallas,TX,100000.0
Geospatial Program Manager,Government,5 - 7 years,Atlanta,GA,60100.0
Senior VP Global Human Resources,Chemical,31 - 40 years,Houston,TX,271000.0
Lieutenant,Law Enforcement,21 - 30 years,St. Louis,MO,90000.0
Finance Director,Pharma,11 - 20 years,New York,NY,305000.0
Associate,Auditing,1 year or less,Washington,DC,55000.0
Associate Director of HR,Human Resources,11 - 20 years,Chicago,IL,80000.0
Manager,Mgmt Consulting,11 - 20 years,New York,NY,220000.0
Staff Attorney,Law (public interest/non-profit),5 - 7 years,Philadelphia,PA,68500.0
Engineering Manager,Technology,21 - 30 years,Portland,OR,151000.0
Data Engineer,Tech,11 - 20 years,Seattle,WA,200000.0
Technical Director,Performing Arts,11 - 20 years,Chicago,IL,58000.0
Associate Director,Food,21 - 30 years,Chicago,IL,150000.0
Operations Superintendent,Oil and Gas,11 - 20 years,Houston,TX,180000.0
Program Coordinator,Education,2 - 4 years,Philadelphia,PA,40000.0
Director,Gaming,11 - 20 years,San Francisco,CA,331000.0
Program Manager,Aviation,8 - 10 years,Atlanta,GA,86000.0
Senior Vice President,Banking,21 - 30 years,New York,NY,250000.0
Product Manager,Tech,2 - 4 years,New York,NY,96000.0
Associate Director,Food,21 - 30 years,Chicago,IL,150000.0
"Managing Editor, Content Development",Publishing,8 - 10 years,Atlanta,GA,58460.0
Data Analyst,Government consulting,2 - 4 years,Washington,DC,70000.0
Sales Manager,Energy,11 - 20 years,Philadelphia,PA,160000.0
Software Engineer,Finance,11 - 20 years,Chicago,IL,135000.0
Principal Consultant,Federal IT Consulting,11 - 20 years,Washington,DC,215000.0
Account Manager,SaaS,2 - 4 years,San Diego,CA,55000.0
Capital Program Manager,Construction,21 - 30 years,Dallas,TX,134000.0
Senior Cloud Engineer,Finance,21 - 30 years,Minneapolis,MN,120000.0
Manager,Mining,8 - 10 years,Phoenix,AZ,115000.0
Consultant,Consulting,8 - 10 years,Boston,MA,160000.0
Senior Software Engineer,Software,5 - 7 years,Atlanta,GA,122700.0
Product Manager,Software,31 - 40 years,Austin,TX,165000.0
Salon Manager,Beauty,1 year or less,New York,NY,50000.0
Principal Consultant,Audiovisual Consulting,11 - 20 years,New York,NY,130000.0
Technical Program Manager,Semiconductor,11 - 20 years,Austin,TX,164000.0
Head of UX,Financial Services,21 - 30 years,Boston,MA,180000.0
HR direcror,Healthcare,11 - 20 years,Philadelphia,PA,65000.0
Senior Software Engineer,Software,8 - 10 years,New York,NY,128000.0
Librarian,Libraries,8 - 10 years,New York,NY,66000.0
Software Engineer,Broadcasting,5 - 7 years,Denver,CO,86000.0
Summer Pool Manager,Aquatics,1 year or less,New York,NY,62000.0
Project Coordinator,Tech,5 - 7 years,Seattle,WA,81120.0
EMT,EMS,5 - 7 years,Minneapolis,MN,37000.0
Electronics technician,Oil and Gas,1 year or less,Houston,TX,57000.0
Senior Consultant,Airline,11 - 20 years,Dallas,TX,160000.0
Senior Engineer,Software,21 - 30 years,Portland,OR,138000.0
Program Manager,Educational Publishing/Technology,8 - 10 years,Boston,MA,82000.0
Sales Manager,Marine,21 - 30 years,New York,NY,100000.0
Scientist,Pharmaceutical,11 - 20 years,Boston,MA,125000.0
Teacher,Education,5 - 7 years,Houston,TX,52000.0
Associate Veterinarian,Veterinary medicine,5 - 7 years,Los Angeles,CA,135000.0
Partner,Legal,31 - 40 years,Minneapolis,MN,215000.0
Automotive Service Manager,Retail,31 - 40 years,Pittsburgh,PA,40000.0
VP Operations,Music,11 - 20 years,Los Angeles,CA,100000.0
Supervisory Patent Examiner,Intellectual Property,11 - 20 years,Denver,CO,155948.0
Vice President,Financial Services,8 - 10 years,New York,NY,250000.0
Implementation Consultant,Technology,2 - 4 years,Portland,ME,55000.0
Implementation Consultant,Technology,2 - 4 years,Portland,ME,55000.0
Senior Demand Planner,Retail,5 - 7 years,Seattle,WA,85000.0
Investment Analyst,Finance,1 year or less,Washington,DC,78000.0
Integration and Test Manager,Aerospace Engineering,11 - 20 years,Los Angeles,CA,153920.0
Equities Associate,Financial Services,1 year or less,New York,NY,85000.0
Senior Consultant,Management Consulting,21 - 30 years,Boston,MA,100000.0
Senior Brand Manager,Hospitality,11 - 20 years,Atlanta,GA,115000.0
VP Operations,Tech,11 - 20 years,Minneapolis,MN,125000.0
Technical Supervisor,Petro-chemical,5 - 7 years,Houston,TX,137500.0
Project Manager,Banking,8 - 10 years,Pittsburgh,PA,54000.0
Recruiter,IT,2 - 4 years,San Francisco,CA,110000.0
VP Sales,Sales,11 - 20 years,Austin,TX,110000.0
Digital mktg mgr,Chemical mfg,21 - 30 years,Chicago,IL,75000.0
Strategy Director,Consultant - Energy Industry,31 - 40 years,Philadelphia,PA,278000.0
Chief Marketing Officer,Finance,11 - 20 years,Washington,DC,177500.0
Recruiter,Tech,8 - 10 years,Austin,TX,120000.0
Director of HR,Fitness,11 - 20 years,San Diego,CA,136000.0
Finance Director,Manufacturing,8 - 10 years,Dallas,TX,150000.0
"Senior Director, Finance",Technology,11 - 20 years,Philadelphia,PA,210000.0
President,Construction,8 - 10 years,Dallas,TX,208000.0
Recruiter,Tech,8 - 10 years,Austin,TX,120000.0
Associate Director,oil logistics,21 - 30 years,Houston,TX,190000.0
Senior fpa,Financial Services,8 - 10 years,Minneapolis,MN,110000.0
Executive Director,Government,31 - 40 years,Washington,DC,167000.0
Director,Insurance,11 - 20 years,Atlanta,GA,340000.0
SVP,Finance,11 - 20 years,New York,NY,460000.0
Compensation Analyst,International Development,5 - 7 years,Washington,DC,61800.0
Associate Director,oil logistics,21 - 30 years,Houston,TX,190000.0
Manager EHS Engineering,Defense,11 - 20 years,Los Angeles,CA,140000.0
SVP,Finance,11 - 20 years,New York,NY,460000.0
Senior Technical Project Manager,Technology,5 - 7 years,Boston,MA,130000.0
IT Applications Manager,Finance,11 - 20 years,Houston,TX,100000.0
Administrative Assistant,Nonprofit,2 - 4 years,Dallas,TX,32000.0
Principal,Marketing,21 - 30 years,Portland,OR,135000.0
Senior Director,Aerospace & Defense,11 - 20 years,Washington,DC,257000.0
Senior Director of Product,Technology,21 - 30 years,Los Angeles,CA,180000.0
Senior Software Engineer,Retail,11 - 20 years,Seattle,WA,168500.0
Director,Consulting,8 - 10 years,Austin,TX,200000.0
Plumber,Construction,5 - 7 years,New York,NY,154000.0
Entry-level Engineer,Arch/Eng/Construction,1 year or less,Los Angeles,CA,60320.0
Senior Manager Program Management,Aerospace and Defense,11 - 20 years,Boston,MA,200000.0
Medical biller,Healthcare,2 - 4 years,Los Angeles,CA,30000.0
Physician Assistant,Healthcare,11 - 20 years,San Francisco,CA,150000.0
Project Manager,Landscaping,11 - 20 years,Washington,DC,80000.0
Academic Advisor,Higher Education,8 - 10 years,Houston,TX,50000.0
Professor,Education,21 - 30 years,Pittsburgh,PA,152000.0
Acquisitions Analyst,Real Estate,1 year or less,Atlanta,GA,60000.0
Director of Communications,Higher Education,11 - 20 years,New York,NY,75000.0
Senior HRIS Analyst,Insurance,5 - 7 years,Minneapolis,MN,92000.0
Agent,Law Enforcement,5 - 7 years,Chicago,IL,121000.0
National Administration Manager,Corporate housing,21 - 30 years,Dallas,TX,80000.0
associate medical director,Healthcare,5 - 7 years,Houston,TX,185000.0
Business Associate,Healthcare Instrumentation,8 - 10 years,Boston,MA,131334.0
National Administration Manager,Corporate housing,21 - 30 years,Dallas,TX,80000.0
Engineer,Aerospace,8 - 10 years,Dallas,TX,84000.0
Lead Visualization Developer,Data Analytics BI,8 - 10 years,New York,NY,105000.0
Technical Account Manager,Tech,11 - 20 years,Seattle,WA,143000.0
Senior Product Manager,Software,11 - 20 years,San Francisco,CA,280000.0
General Manager,Metals,8 - 10 years,Chicago,IL,205009.0
Principal Software Engineer,Tech,11 - 20 years,Los Angeles,CA,200000.0
General Manager,Mining,5 - 7 years,Phoenix,AZ,140000.0
Analyst,Financial Services,8 - 10 years,Dallas,TX,120000.0
Distance learning coordinator,Higher Education,11 - 20 years,St. Louis,MO,52000.0
Attorney,Legal,8 - 10 years,Washington,DC,91000.0
Strategist,Tech,11 - 20 years,Austin,TX,170000.0
Engineering Director,Engineering,11 - 20 years,Los Angeles,CA,192000.0
Digital Risk Solutions Experienced Associate,Consulting,2 - 4 years,Seattle,WA,72000.0
Postal Inspector,Government,11 - 20 years,Chicago,IL,162000.0
IT Risk Manager,Technology,21 - 30 years,Dallas,TX,170000.0
Analyst,Financial Services,8 - 10 years,Dallas,TX,120000.0
Landscape Architect,Landscape Architecture,11 - 20 years,Philadelphia,PA,80000.0
IT Risk Manager,Technology,21 - 30 years,Dallas,TX,170000.0
Evidence technician,Public Service,5 - 7 years,Minneapolis,MN,52000.0
Quality Engineer,Technology,11 - 20 years,Houston,TX,112000.0
Teacher,Education,5 - 7 years,Houston,TX,53000.0
Software Engineer,Software,1 year or less,Minneapolis,MN,60000.0
Production Support Engineer,Fintech,21 - 30 years,Atlanta,GA,82500.0
Physician Assistant,Medicine,8 - 10 years,New York,NY,130000.0
Principal Consultant,Healthcare,8 - 10 years,San Francisco,CA,156000.0
Attorney,Legal,8 - 10 years,San Francisco,CA,315000.0
Hospitalist Physician,Healthcare,11 - 20 years,Los Angeles,CA,265000.0
Physical Therapist,Healthcare,11 - 20 years,Denver,CO,80000.0
Data Analytics Manager,Nonprofit,11 - 20 years,Washington,DC,93500.0
Area Director,Oil and Gas,21 - 30 years,Houston,TX,197000.0
Manager of Sales Engineering,Software,8 - 10 years,Boston,MA,213000.0
Area Director of Service,Technology Sales and Service,31 - 40 years,Washington,DC,116000.0
Corporate Counsel,Law,5 - 7 years,Denver,CO,118000.0
Senior Software Engineer,Software,8 - 10 years,San Francisco,CA,175000.0
VP,Information Technology,21 - 30 years,Philadelphia,PA,320000.0
Commercial counsel,Consumer Goods,5 - 7 years,Austin,TX,108000.0
Specialist,Marketing,8 - 10 years,Minneapolis,MN,85000.0
Senior Software Engineer,Tech,5 - 7 years,Austin,TX,150000.0
Grant Coordinator,Academia,11 - 20 years,Minneapolis,MN,65500.0
Director of Design,Construction,11 - 20 years,Denver,CO,115500.0
Senior Operations Engineer,Finance,2 - 4 years,Chicago,IL,120000.0
Head of marketing,Marketing Tech,5 - 7 years,Los Angeles,CA,100000.0
Senior Business Development Manager,Consumer Packaged Goods,21 - 30 years,Denver,CO,135000.0
Planning Consultant,Land Development,8 - 10 years,Phoenix,AZ,135000.0
Director of Creative,Nonprofit,11 - 20 years,New York,NY,180000.0
Director of Marketing Communication,Marketing,11 - 20 years,San Francisco,CA,310000.0
Facilities Coordinator,Recreation,5 - 7 years,Boston,MA,48000.0
Facilities Coordinator,Recreation,5 - 7 years,Boston,MA,48000.0
Clinical psychologist,Mental Health,5 - 7 years,Dallas,TX,154000.0
Software Engineering Manager,Logistics,31 - 40 years,Portland,OR,129000.0
Pastry Chef,Hospitality,11 - 20 years,New York,NY,200000.0
Senior Project Manager,Construction,11 - 20 years,Baltimore,MD,145000.0
Manager of Project Controls,Energy,11 - 20 years,Houston,TX,145000.0
Software Engineer,Telecommunications,2 - 4 years,Dallas,TX,84000.0
Director,Software,21 - 30 years,San Francisco,CA,180000.0
Attorney,Law,11 - 20 years,Washington,DC,163000.0
Technology team lead,Information Technology,11 - 20 years,Baltimore,MD,127000.0
Infrastructure architect,IT,21 - 30 years,Minneapolis,MN,150000.0
Marketing Manager,Tech,11 - 20 years,San Francisco,CA,188000.0
Senior Manager of Software Development,Ecommerce,21 - 30 years,Chicago,IL,130000.0
CEO,Software,11 - 20 years,Atlanta,GA,400000.0
Industrial Engineering Manager,Aerospace,11 - 20 years,Seattle,WA,127800.0
CEO,Software,11 - 20 years,Atlanta,GA,400000.0
Professional Service Analyst,Technology,2 - 4 years,San Francisco,CA,81000.0
Social Media Specialist,Apparel,1 year or less,Portland,OR,45000.0
Operations Manager,Manufacturing,11 - 20 years,Portland,OR,96500.0
Senior Operations Manager,Tech,11 - 20 years,San Francisco,CA,125000.0
VIP Director,Concert Touring,11 - 20 years,Los Angeles,CA,250000.0
Scientist,Communications software,21 - 30 years,Washington,DC,180000.0
Regulatory Affairs Manager,Petroleum,41 years or more,Houston,TX,200000.0
Program Analyst,Federal Employee,2 - 4 years,Washington,DC,107000.0
Senior Scientist,Software,8 - 10 years,Houston,TX,170000.0
Director Application development,Manufacturing,11 - 20 years,Denver,CO,159000.0
IT Manager,Information Technology Management,5 - 7 years,Boston,MA,114800.0
Assistant Controller,Technology,5 - 7 years,Minneapolis,MN,126500.0
Senior Business Systems Analyst,Retail,11 - 20 years,Seattle,WA,108000.0
Head of Production,Tech,21 - 30 years,Los Angeles,CA,240000.0
Architect,Architecture,8 - 10 years,Washington,DC,117000.0
Physician,Healthcare,11 - 20 years,San Francisco,CA,260000.0
Illustrator,Graphic Design,5 - 7 years,Phoenix,AZ,40000.0
Financial Analyst,Insurance,5 - 7 years,Philadelphia,PA,62250.0
Senior Quality Assurance Engineer,Software Development,11 - 20 years,Los Angeles,CA,112000.0
Implementation,Investments,11 - 20 years,Dallas,TX,63000.0
COO,Nonprofit,21 - 30 years,Dallas,TX,110000.0
VP,Funding,21 - 30 years,Houston,TX,100000.0
Electronics Technician Supervisor,Military,2 - 4 years,San Diego,CA,90000.0
Development Associate,Real Estate,2 - 4 years,Denver,CO,87000.0
Manager,Hospitality,21 - 30 years,Denver,CO,50000.0
Inside Sales,Industrial Supply; Valves and Automation,11 - 20 years,Denver,CO,51500.0
System Engineer,IT,21 - 30 years,Minneapolis,MN,61000.0
CyberSecurity Architect,Retail,21 - 30 years,Seattle,WA,250000.0
Senior Analyst,Retail,5 - 7 years,Portland,OR,90000.0
Business Manager,Restaurant,8 - 10 years,Houston,TX,52500.0
Mechanical Engineer,Aerospace,21 - 30 years,Dallas,TX,165000.0
Division maintenance manager,Grocery Store Maintenance,11 - 20 years,Atlanta,GA,105000.0
Store Manager,Retail,8 - 10 years,Denver,CO,35000.0
Development Associate,Real Estate,2 - 4 years,Denver,CO,87000.0
Senior Emergency Manager,Transportation,21 - 30 years,Dallas,TX,94000.0
Program Manager,Tech,11 - 20 years,Portland,OR,110000.0
Engineering Manager,Aerospace,31 - 40 years,Los Angeles,CA,208000.0
Program Manager,Government,11 - 20 years,Atlanta,GA,120000.0
Team Lead,Technology,8 - 10 years,Los Angeles,CA,130000.0
Engineering Manager,Aerospace,31 - 40 years,Los Angeles,CA,208000.0
Senior Infrastructure Engineer,Retail,5 - 7 years,Chicago,IL,120000.0
Consultant,Information Technology,31 - 40 years,Denver,CO,200000.0
Principal,Landscape Architect,31 - 40 years,Atlanta,GA,300000.0
VP,Software,11 - 20 years,Phoenix,AZ,120000.0
Regional Manager of Operations,Hospitality,21 - 30 years,Denver,CO,110000.0
Civil project engineer,"Land development, engineering",5 - 7 years,Denver,CO,76000.0
Principal,Landscape Architect,31 - 40 years,Atlanta,GA,300000.0
Registered Nurse,Healthcare,21 - 30 years,San Diego,CA,120000.0
Senior Software Engineer,Software Engineering,11 - 20 years,San Francisco,CA,180000.0
Manager,Healthcare,11 - 20 years,Portland,OR,85000.0
Mail processing Clerk,Postal,2 - 4 years,Los Angeles,CA,44383.0
Director,Retail,21 - 30 years,Minneapolis,MN,314000.0
Senior Software Engineer,Software Engineering,11 - 20 years,San Francisco,CA,180000.0
Director of Photography,Entertainment,41 years or more,Los Angeles,CA,240000.0
Sales Manager,Software,8 - 10 years,Los Angeles,CA,265000.0
Senior Scientist,Healthcare Diagnostics,11 - 20 years,Los Angeles,CA,90000.0
Manager,Oil and Gas,11 - 20 years,Houston,TX,177000.0
Security Officer,Security,1 year or less,Los Angeles,CA,25000.0
Cost Accounting Manager,Beverage Manufacturing,8 - 10 years,Portland,OR,95000.0
Quality Assurance Manager,Environmental Chemistry,11 - 20 years,Los Angeles,CA,85000.0
Associate Director,Telecommunications,11 - 20 years,Houston,TX,105000.0
Marketing Analyst,Service,8 - 10 years,Philadelphia,PA,60000.0
Quality Assurance Manager,Environmental Chemistry,11 - 20 years,Los Angeles,CA,85000.0
Cost Accounting Manager,Beverage Manufacturing,8 - 10 years,Portland,OR,95000.0
Senior Associate,Legal,5 - 7 years,San Francisco,CA,205000.0
Vice President,Financial Services,21 - 30 years,New York,NY,165000.0
Software Engineer,Manufacturing,21 - 30 years,Chicago,IL,88000.0
Program Manager,Technology,11 - 20 years,Portland,OR,160000.0
Customs Broker,International Trade,8 - 10 years,Seattle,WA,67000.0
Laboratory Supervisor,Medical Research,11 - 20 years,Seattle,WA,72675.0
Alliance Executive,IT,21 - 30 years,Boston,MA,195000.0
Design Engineer,Semiconductor,5 - 7 years,Portland,OR,104000.0
Alliance Executive,IT,21 - 30 years,Boston,MA,195000.0
Senior VP,Insurance,21 - 30 years,Atlanta,GA,300000.0
Director of Product Management,Software,5 - 7 years,Atlanta,GA,138000.0
Senior Accountant,Finance,2 - 4 years,Chicago,IL,77000.0
Data Engineer,Tech,5 - 7 years,Seattle,WA,100000.0
COO,Software,21 - 30 years,Los Angeles,CA,239000.0
Group marketing manager,Medical Devices,11 - 20 years,Los Angeles,CA,185000.0
NPI Operations Program Manager,Technology,8 - 10 years,San Francisco,CA,148000.0
Chairman,Medical,8 - 10 years,San Diego,CA,250000.0
Maintenance Technician,Manufacturing,2 - 4 years,Denver,CO,65000.0
Major Gifts Officer,Arts Administration,11 - 20 years,Los Angeles,CA,65000.0
Associate,Structural Engineering,21 - 30 years,Portland,OR,110000.0
Software Engineer,Tech,5 - 7 years,Portland,OR,122000.0
SVP - Commercial Banking,Banking,11 - 20 years,Dallas,TX,260000.0
Software Sales,Tech,21 - 30 years,Seattle,WA,400000.0
Electrical Engineer,Power Utility,2 - 4 years,Dallas,TX,93000.0
Optical Engineer,Military Contracting,21 - 30 years,Dallas,TX,130000.0
Engineering Manager,Internet media,11 - 20 years,San Francisco,CA,173000.0
Software Engineer,Banking/Credit Union Software,11 - 20 years,San Diego,CA,90000.0
